user_id,spotify_id,rating
user_0000,4YHbQkm9GcPp7yLRYVTOiQ,2
user_0000,5WAFaje0Cs3hHhNqjUIfY6,3
user_0000,5S1PfGwsSGlEnLcMSXRYMg,4
user_0000,4nvjh9eLeMhTuuVVhBjfYd,1
user_0000,7GVQS66ukm48XZVymA3ZUg,3
user_0000,5x9Y5icdqAFj2tluNj0sve,3
user_0000,2juOcPBmwyOsVh68vETO4i,2
user_0000,4jQj2GzSDoaibN5qTrQh0c,3
user_0000,79gkHjNTSyGPXEyGkNQ8zH,3
user_0000,5kiZGSxgqPdv6rbqL9THdd,3
user_0000,2e2AXpIiJpet5b4qg85Gh6,4
user_0000,5h2xBATTBRySZYrlYic7Wr,3
user_0000,7Aby8cQAKbjRU4MWOXynBc,2
user_0000,2u2ZXCZLrm5lJcD8mi9GlG,5
user_0000,7jUOzuH2aoUpElTEqPLKl1,4
user_0000,0FGkzJY7uDgzN26n6lWHx7,4
user_0000,30uhHnDywyLLAgSGPZIOPK,2
user_0000,3HLVXuHXqFi9x7QCoFWbzF,1
user_0000,1aT6C51YaI3QHR6rseUIio,1
user_0000,4oLUnSRNwFhnKj8TkSbCFp,3
user_0000,0w87CmAqct9Rh8eUOpEqKZ,3
user_0000,0DA4pv2ec398PtuDWFLOK8,5
user_0000,3yvBIM3rPDFkycuf5ApNFB,3
user_0000,7yYur6YhUetXZj6b2CnWrE,3
user_0000,1eBS61fYNgOFTNdOVkyuJr,4
user_0000,3H1jUz6uPDIIUmfBvS0YhQ,2
user_0000,7pNxuOFIljJrUd5w7tDqvz,4
user_0000,4ROYC4vHfPZ28mqz0eLrzL,4
user_0000,3a8b6uo4vnQSJroGhaNhgG,4
user_0000,3L8BMYRYAcV4KH0XPNKgCF,5
user_0000,2OXYYCVlDZfiVtktj00ul5,3
user_0000,2rtKBSpEgk2PBbMDjjuKtV,3
user_0000,6457ZKiycyQm6qrNcu5y15,5
user_0000,7bnO0cCQYQanUV1xKZ8XcV,4
user_0000,1SmlDkUf67T8x2DiWyyfy4,3
user_0000,2RNsweBBb1a6tAHXQtt2xH,5
user_0000,4k3lPl8YTKuY8c1HelVnm3,2
user_0000,5muTWlhHQ2MjzTrEQB2MYg,5
user_0000,2uXWBou22TwQ2O40B5dTm5,2
user_0000,01GVrWU4CZgZyHFMShuQb1,3
user_0000,656lAa8HiCtNMdDprPDuwp,5
user_0000,4jdpkoZR2tUT4m4UTEUuvK,3
user_0000,7wEXQwcaPbhTVOwXxOAz7Y,3
user_0000,101Q3ixoTRBwkQqxISFzr8,3
user_0000,2l4NKSQbBA3sV0nxpNjSkj,5
user_0000,3QvZUbMhFBdUTmegQSkRH6,4
user_0000,0vxNNwfm6zj8ISkCi6INFR,4
user_0000,2e4vEkdm8h8mNnGHSBfTMT,4
user_0000,1AIbZL0CDlzTJ1Bv4kBP4G,4
user_0000,50txjwcG9tW4vKAlkpWJG4,3
user_0000,5sp71CUt0jXRNqHblPGp7b,3
user_0000,5UNh22GgJZjTV5M6UkOh3K,4
user_0000,5UprhHX9Zdm0DeZzbPHbEN,3
user_0000,6mkkFCI8p2eR7D5FOjfmzm,2
user_0000,7ptNB6qKNJDEL8wrG0BuLq,2
user_0000,0bJAmhSAeMSfsyazOEUVFf,2
user_0000,6lJnhXe8K2NStF39a1ZORe,5
user_0000,4x4zGJYBa39QEkc1KTgqtc,3
user_0000,4Xch29YoOYG3qsJoXXGaRy,4
user_0000,4fnIORP0QTYTOMPqMKpJtF,3
user_0000,2tXN79z8tnj7IwbhPC8kNy,3
user_0000,587pEvJ7iJhNtcCf5YKEgE,3
user_0000,1s7oOCT8vauUh01PbJD6ps,4
user_0000,3fgiLAfOwmf99Nz1ym2Udo,4
user_0000,48WnIIBbnttcwUQ77MBoMI,5
user_0000,1VQI2F0o229lNoyFC9d6eh,4
user_0000,67d3G3FCx1VwSUktVzZQ4C,4
user_0000,34UarUABGNQ2RPL5zZBEjY,4
user_0000,2kpoReN3MY7I0tSF902n0z,5
user_0000,5qYHD8Mu7HSC9RFzqkLmBA,4
user_0000,7vChds6Nfc5MewhWVFohI7,1
user_0000,4TwEdnSiTPDR1vg1QZ5K8W,3
user_0000,7cpFmkNmh3MM0WqXPSbs9f,4
user_0000,6jrg6XKjDtvFGp11a0JQZQ,4
user_0000,4gUn0TVtbosnANK2yFgcr2,3
user_0000,2ShEngDMH3Y4ZQCnUNxz6F,5
user_0000,6mqlATjYCF1jHpY2EkFqSM,5
user_0000,22s8jxoqHV5PC6eZPEqU11,3
user_0000,4E1CMUqbk0WApIkBUfvv7v,5
user_0000,2fNGw4weCNtNiP58znlTve,2
user_0000,7uvlg8UM64oxEBonrcCSCF,2
user_0000,4ppKM7xnkSAwSyKqD4QTY4,2
user_0000,5rmWxr4qgejVuLWwxNzISC,2
user_0000,4Cr43xPo7bwyCcL1g3yVCu,4
user_0000,3f3ujFD6YndqRRVYuBcq7T,2
user_0000,0R83NDHazT9AnwN3PK2QsR,3
user_0000,2Xj6YQrTd8gcK1hOyhaXML,2
user_0000,305DlkOzRc0TYoKQr00Kud,3
user_0000,33WTgxRdPBQQpVCMXpNxhO,2
user_0000,0eoNXHlt2V32uXCy60jCCa,4
user_0000,5xUMIgT1ANxPDJa3j7IBGv,2
user_0000,0Lk3eSBZOCtRwRqKxLgyqV,5
user_0001,48vq6Ru6gsKd6bNrznDAtg,5
user_0001,4nVBt6MZDDP6tRVdQTgxJg,4
user_0001,5h1Zucrq9PfrPdMBryoTW5,2
user_0001,0FZUbqZ1x2G71vl027d8Ud,4
user_0001,4smUNlnZPcX3Iga4pxPTUr,4
user_0001,7zoK0gSL4coJm6dvx4et7T,3
user_0001,4Mq3cWI9k0DO9sMe6Ylqr2,3
user_0001,6tH2IvDVvssQsUIgztaeDU,5
user_0001,4ySxBjhmdnkeFUqhKxW3cY,4
user_0001,061HqlGR7nPHyCUM4raLXy,3
user_0001,6epWbDEEEOakzBeyNr69MO,4
user_0001,6me7F0aaZjwDo6RJ5MrfBD,2
user_0001,1dcrRyyskejIMghU0L96dH,3
user_0001,2GN2pbQi4Yz7Qp99Wbp2vZ,3
user_0001,4NvS5pdDVE3O387xaAeoaI,3
user_0001,7lgfaCuIBLt0MuwQLlTt8B,4
user_0001,1IXQlkIvVUVCmaF6HoHMtW,5
user_0001,0LWwRQvunwufzUbWARrtX4,3
user_0001,21Ullb4TU8qMsQd0Iselng,3
user_0001,2BldU9z5zWNdQArdiv3DEk,4
user_0001,0EIUssA2gv881GM16RzSQy,5
user_0001,4ROYC4vHfPZ28mqz0eLrzL,4
user_0001,0ntQJM78wzOLVeCUAW7Y45,5
user_0001,4RPbBXNO6784XLVOVBGCT0,3
user_0001,7oLwILcYNPTNbmb4mJOGCE,4
user_0001,5Zy0g1WbeA3JM3INpYWoyN,2
user_0001,3Iy1j4bzpaFhAb4Jh63R7q,3
user_0001,4go2q3j92uc8AfrekAjNTf,3
user_0001,4jHl6jgzZOnS4nGamPZ1Uk,3
user_0001,5m0FBZ3g71Tv2v5XYZ4pKv,5
user_0001,74fSQUoDZUraMRdrniMcpX,5
user_0001,3rcYxqjhN14IdYmRwfWhbi,2
user_0001,4FTGTibd0V8qZOTMwx7lG7,3
user_0001,1JdUw14vtWg9Vt4aRfHqwl,3
user_0001,4YeExe0jqkzIqEwo4vOvuQ,3
user_0001,70jeuQAyby1MV5KyAaXzz2,4
user_0001,4BVgKn6ubgRNcBqcxiO02B,5
user_0001,288Kppobr1R4W6GqjMCuYs,5
user_0001,5ZKMqrOvQojREccebvS2Z2,4
user_0001,00TO3hVgOAgfKrRjrKEZxx,4
user_0001,0QfxzAZP55JCJGDFEuYFnj,3
user_0001,2JekYbWANgDe54Dndi2I2C,3
user_0001,2HbNfSh9KzbXUHAchtu0VO,3
user_0001,1rkqIAbd5OMS3tCL2QiTsH,4
user_0001,2JkjBVJIukdat5jNJeYyzz,4
user_0001,0x7YsCUSf5r74160hUfB0a,3
user_0001,60Qlw4VbFoT2mea8zJKkGp,3
user_0001,1hK04TxJcQJbyceKIPEfNH,3
user_0001,3S0sk6DSTgesXsUSAEHNr5,5
user_0001,6sgnvABaQ82zq4Pm6abqb1,3
user_0001,6H7fLdt0AeWpuxUKXuXWrx,4
user_0001,1136eJrkWsDvReASbjLTaU,4
user_0001,4hxSlYbhNx7uj02BsODBtP,3
user_0001,6OEEa2nNt3UGT9UkWi8OFU,4
user_0001,5ZtK8XAVnoaGdBXZWCEVCY,5
user_0001,2s7W9w8K9eg4eZwZWmGsTn,3
user_0001,63duS6SnYV6lKzv79zINUH,5
user_0001,6zsRlxuaMDtffiAk9FtkUg,3
user_0001,4l58gJG9PrsNqXbP84gTfW,2
user_0001,4XgxsTII2KYZZMFt4JlnYU,5
user_0001,7ttJlpT7JWSPOhgAxTREMW,4
user_0001,3kpSXS8wxkK9EDZjBWzN3c,5
user_0001,0Jlcvv8IykzHaSmj49uNW8,4
user_0001,1m2xMsxbtxv21Brome189p,5
user_0001,1eBS61fYNgOFTNdOVkyuJr,4
user_0001,4OfJXUWS1K5P9YmZYfUeJs,4
user_0001,18wAiPgv86J3Yb9zoFJPYW,4
user_0001,3d381Xt4d5TVH3w4Q3PVdW,3
user_0001,62fqMvguJbsSs9HKhhRfuS,5
user_0001,7wJlIeRSoYmBZFtOgOOaZF,3
user_0001,5KOy4O0d6regxnYOUeXrTH,3
user_0001,0FGkzJY7uDgzN26n6lWHx7,3
user_0001,0xruiSHt6TaFZvQuGdDlJV,4
user_0001,4Rmo8AlFFRA0Om1KfnuBpL,3
user_0002,4vPdRUiMn1LpVGfpoa6TiH,3
user_0002,0eoNXHlt2V32uXCy60jCCa,3
user_0002,5z6xis1rcEjjs7MuM4eL1x,5
user_0002,6aJn7Cst74cj4lNIiPRgav,3
user_0002,0T2MLcykLYj215hslAHtMT,3
user_0002,460Zx6PCNYFHaA1A9rjiNL,4
user_0002,3WS0TcakSQfE0t1fFTQwDW,2
user_0002,4k4rTklw6RkvZuRPKdGYWE,3
user_0002,1MaDw1BQ797k8j7xXnH486,3
user_0002,0zNMdrDEs5N0JPQ7RYQZln,3
user_0002,2wbBqDHV8Lv4XyBhBnakNx,4
user_0002,2u3YjxcWC0C1daH0h369XP,3
user_0002,6IRRoV7AbjHT8JWP4uFrD5,4
user_0002,5UcUppRaEIBMIHXiUFl7LI,5
user_0002,5aHLIBealPSywmnIpebRGI,2
user_0002,4h3i4yz7mkw1H9XG9VMkjQ,3
user_0002,54V9tKWum1HEQYieODhH5X,3
user_0002,5AIVXSlTBdU2C1cJwDjPXp,3
user_0002,5O9IqFNUVtjRlDpdKex3YH,4
user_0002,6GdUMm5xMw9hJckIc0qsGb,4
user_0002,7wsEoDsMcZhHAVyNgxDM0W,3
user_0002,32jHB7W9b08OTorAqR0cJo,3
user_0002,6FiyLRvE3u1w1luIMb93Oo,2
user_0002,1XcNiBBAQlSUpxgzfXpeVv,4
user_0002,0NJnqzKuU2zjmd64IXcYqY,4
user_0002,6x38KcIs0tsw3ZzvBfLxOa,4
user_0002,1H3okcaLb3IjLnp05KrRaD,3
user_0002,5oJVFzpV8vi4rU3chaQwHw,4
user_0002,6vwZ6deSOJcBy1kjM2Ebw6,3
user_0002,6AQ1AQreVRlhL4tLtxP3NQ,3
user_0002,0Cs7M3RfiZVeMkzqYl7wtk,3
user_0002,7LhktSmPFZ2NT5CJlBZftB,3
user_0002,3a4hbzdiwoXYVa0n9XRyDK,4
user_0002,5yIOCX7Mnu8WFvil2NGLRg,5
user_0002,3YoBJppXNPrBmQqdQi9CVz,1
user_0002,3m8GvywmS7eCJMcv5ApyXd,5
user_0002,5BSo3D7d056dIqHEzBhqVK,3
user_0002,68qzO9uhrv6zwONksdHYuj,4
user_0002,5hYKVNA29m8lOTLQOjKExN,5
user_0002,03TKjVsYvhCyaO9iAAVNve,3
user_0002,1erc6T5ojSwOiuNc7i2AFA,4
user_0002,5DcysyjaPrLzXgDauvzvn6,3
user_0002,09vYLUMM3T0Ewf1oqQHsr0,3
user_0002,0NQyryTVbjGMtWMA1eSqIn,4
user_0002,364oEj1ggPJlhMWQNzTuAR,5
user_0002,1p9EwOqXtNFOBmm2IBSwES,5
user_0002,5wsPKdpDvBZ0j9Gy9hfk0O,4
user_0002,7jQAd5t2C9p34SGPBJAzpb,3
user_0002,0Dns5nLcq0mWHRGpYpr6uR,3
user_0002,0QHEIqNKsMoOY5urbzN48u,5
user_0002,5oCVA6spzW2qR60dA3FnSM,3
user_0002,4i65zW2W1sHvWjOQpl5hVe,4
user_0002,6P1mkNAmgihFwFRBhpaev3,3
user_0002,2D0XFzBvI6AWeBc2mvqUdB,4
user_0002,35pAZQU6X9WjIlUyuej4DF,3
user_0002,1gmRmL0I6z0yT84VV1c5rM,5
user_0002,70Iv0DGdoPCCjE6L2uTq28,4
user_0002,07ceTL2BIlnI5jWxceZz9d,5
user_0002,3BRLcZDFay893DuaKhuTWe,1
user_0002,7zrBzKYCZSFLXWaMIbv0aX,4
user_0002,2BPa0sBKlHwszAEowk8JFn,4
user_0002,6V6aStL8beAAuJFCI423Li,4
user_0002,2VB5UCCjEUDo9IgJjVJXUp,5
user_0002,4zgEanSngHa5vqehDVlY8x,1
user_0002,523f4oSjrZx83XDtRLnsIw,1
user_0002,7I0dtkBAWxL5G2iy0W80Gd,3
user_0002,1zcbWTjDHm5inIKwQmu3TI,1
user_0002,4LgJS8l1lpHUYCuVpVjbuO,5
user_0002,4gS1PqXNaU8pXEN1Srbbz2,3
user_0002,3NWWLWoMA0Cy2T5oyEIqKt,3
user_0002,0p030Tlxy9EBpA9Un2uSsh,2
user_0002,5IsErd9yNLHEnKe1RPndJc,3
user_0002,62W2f0QOg20ufNjJQHqnkq,3
user_0003,2PF5O4wQHtD9KpxNALuoBD,4
user_0003,6MOYPvxZK3vkwZDLUcAunH,4
user_0003,4yZPro5g0t4PMdryLpTBxA,3
user_0003,2LMW0Tce3jhJT2pqPSxL3q,3
user_0003,6YdCQYbCyFNdN40XfUW35V,4
user_0003,0kJa375yREkEv5W3Ldec7z,3
user_0003,74Df4YOGkJsrUDsejV5qdh,2
user_0003,6RWCvgNCEqXuVZYnDTPDEh,3
user_0003,5jHozZMWbrExAFni95mvvH,3
user_0003,0LlOz2pyK62bqxzRVUhWiu,5
user_0003,4Tgt15dD8P2m68HYxA8DCG,4
user_0003,6ps9MGA4l9Mwn6dKw3yqgy,3
user_0003,6mMbqCwLkQlyfG7UARf4Md,5
user_0003,6QD7xOu1N8s2NVOKqn6je8,5
user_0003,2mA1BVYwzbhRqqkkkFQx83,3
user_0003,6oGrwxJItvG261mLBk6DmK,5
user_0003,3LQDUCmBfo12tYCbr6Acyr,3
